       0	       0	       0
 5.40347	 25.7143	       0
 5.40347	 77.1429	       0
 10.3137	 6.42857	       0
 10.3137	 36.4286	       0
 10.3137	 66.4286	       0
 10.3137	 96.4286	       0
 15.1647	 15.1128	       0
 15.1647	 34.0602	       0
 15.1647	 53.0075	       0
 15.1647	 71.9549	       0
 15.1647	 90.9023	       0
 15.1647	  109.85	       0
 20.2022	 6.39699	       0
 20.2022	  20.797	       0
 20.2022	  35.197	       0
 20.2022	  49.597	       0
 20.2022	  63.997	       0
 20.2022	  78.397	       0
 20.2022	  92.797	       0
 20.2022	 107.197	       0
  25.242	 1.05506	       0
  25.242	  12.668	       0
  25.242	 24.2809	       0
  25.242	 35.8938	       0
  25.242	 47.5067	       0
  25.242	 59.1196	       0
  25.242	 70.7325	       0
  25.242	 82.3454	       0
  25.242	 93.9583	       0
  25.242	 105.571	       0
  25.242	 117.184	       0
 30.2494	 7.99054	       0
 30.2494	 17.9905	       0
 30.2494	 27.9905	       0
 30.2494	 37.9905	       0
 30.2494	 47.9905	       0
 30.2494	 57.9905	       0
 30.2494	 67.9905	       0
 30.2494	 77.9905	       0
 30.2494	 87.9905	       0
 30.2494	 97.9905	       0
 30.2494	 107.991	       0
 30.2494	 117.991	       0
 35.2022	 4.45396	       0
 35.2022	 13.2344	       0
 35.2022	 22.0149	       0
 35.2022	 30.7954	       0
 35.2022	 39.5759	       0
 35.2022	 48.3564	       0
 35.2022	 57.1369	       0
 35.2022	 65.9174	       0
 35.2022	 74.6979	       0
 35.2022	 83.4783	       0
 35.2022	 92.2588	       0
 35.2022	 101.039	       0
 35.2022	  109.82	       0
 35.2022	   118.6	       0
 40.1507	 1.68619	       0
 40.1507	 9.51228	       0
 40.1507	 17.3384	       0
 40.1507	 25.1645	       0
 40.1507	 32.9905	       0
 40.1507	 40.8166	       0
 40.1507	 48.6427	       0
 40.1507	 56.4688	       0
 40.1507	 64.2949	       0
 40.1507	  72.121	       0
 40.1507	 79.9471	       0
 40.1507	 87.7731	       0
 40.1507	 95.5992	       0
 40.1507	 103.425	       0
 40.1507	 111.251	       0
 40.1507	 119.077	       0
 45.1284	 6.51995	       0
 45.1284	 13.5788	       0
