       0	       0	       0
  3.2409	-77.1429	       0
 6.27593	-79.1209	       0
 9.24199	-79.8496	       0
 9.24199	-60.9023	       0
 12.2003	-80.2286	       0
 12.2003	-65.8286	       0
 15.1614	-80.4608	       0
 15.1614	-68.8479	       0
 15.1614	 -57.235	       0
 18.1301	-80.6178	       0
 18.1301	 -70.888	       0
 18.1301	-61.1583	       0
  21.142	-87.5834	       0
  21.142	-79.4015	       0
  21.142	-71.2197	       0
  21.142	-63.0379	       0
  21.142	-54.8561	       0
  24.164	-88.1678	       0
  24.164	-80.8208	       0
  24.164	-73.4739	       0
  24.164	 -66.127	       0
  24.164	  -58.78	       0
 27.1407	 -88.644	       0
 27.1407	-81.9773	       0
 27.1407	-75.3106	       0
 27.1407	 -68.644	       0
 27.1407	-61.9773	       0
 27.1407	-55.3106	       0
 30.1159	 -87.644	       0
 30.1159	 -81.644	       0
 30.1159	 -75.644	       0
 30.1159	 -69.644	       0
 30.1159	 -63.644	       0
 30.1159	 -57.644	       0
 33.1213	-86.8258	       0
 33.1213	-81.3712	       0
 33.1213	-75.9167	       0
 36.1164	-88.1505	       0
176.7591	-77.1429	0.0
173.72407	-79.1209	0.0
170.75801	-79.8496	0.0
170.75801	-60.9023	0.0
167.7997	-80.2286	0.0
167.7997	-65.8286	0.0
164.8386	-80.4608	0.0
164.8386	-68.8479	0.0
164.8386	-57.235	0.0
161.8699	-80.6178	0.0
161.8699	-70.888	0.0
161.8699	-61.1583	0.0
158.858	-87.5834	0.0
158.858	-79.4015	0.0
158.858	-71.2197	0.0
158.858	-63.0379	0.0
158.858	-54.8561	0.0
155.836	-88.1678	0.0
155.836	-80.8208	0.0
155.836	-73.4739	0.0
155.836	-66.127	0.0
155.836	-58.78	0.0
152.8593	-88.644	0.0
152.8593	-81.9773	0.0
152.8593	-75.3106	0.0
152.8593	-68.644	0.0
152.8593	-61.9773	0.0
152.8593	-55.3106	0.0
149.8841	-87.644	0.0
149.8841	-81.644	0.0
149.8841	-75.644	0.0
149.8841	-69.644	0.0
149.8841	-63.644	0.0
149.8841	-57.644	0.0
146.8787	-86.8258	0.0
146.8787	-81.3712	0.0
146.8787	-75.9167	0.0
143.8836	-88.1505	0.0
